source code,name,Canadian Heritage region code,"Canadian Heritage region name, english","Canadian Heritage region name, french",province code,"province name, english","province name, french",economic region code,"economic region name, english","economic region name, french",census division code,"census division name, english","census division name, french",census subdivision code,census subdivision name,dissemination area code,census metropolitan area code,census metropolitan area name,census metropolitan area type,Statistical Area Classification (SAC) type,Statistical Area Classification (SAC) code,latitude,longitude
13_1927_43,Rothesay Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305045,Rothesay,13050139,13310,Saint John,cma,1,310,45.387809,-65.980126
13_1928_44,Rothesay High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305057,Quispamsis,13050171,13310,Saint John,cma,1,310,45.402784,-65.973454
13_1942_45,Rothesay Park School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305045,Rothesay,13050138,13310,Saint John,cma,1,310,45.387974,-65.995627
13_2043_46,Saint John High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010147,13310,Saint John,cma,1,310,45.269432,-66.061149
13_2047_47,Simonds High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010018,13310,Saint John,cma,1,310,45.300829,-65.994985
13_2110_48,St. George Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1302,Charlotte,Charlotte,1302012,Blacks Harbour,13020061,0,0,0,6,998,45.05511,-66.788436
13_2051_49,St. Malachy's Memorial High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010044,13310,Saint John,cma,1,310,45.273258,-66.056187
13_2336_50,St. Stephen Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1302,Charlotte,Charlotte,1302037,St. Stephen,13020092,0,0,0,6,998,45.200334,-67.272425
13_2338_51,St. Stephen High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1302,Charlotte,Charlotte,1302034,Saint Stephen,13020084,0,0,0,6,998,45.23625,-67.301342
13_2337_52,St. Stephen Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1302,Charlotte,Charlotte,1302037,St. Stephen,13020090,0,0,0,6,998,45.196463,-67.278987
13_1819_53,Sussex Corner Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305023,Sussex Corner,13050093,0,0,0,5,997,45.70367,-65.475173
13_1817_54,Sussex Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305022,Sussex,13050101,0,0,0,5,997,45.724931,-65.518898
13_1820_55,Sussex Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305022,Sussex,13050092,0,0,0,5,997,45.72231,-65.485346
13_1818_56,Sussex Regional High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305023,Sussex Corner,13050091,0,0,0,5,997,45.719455,-65.473864
13_2062_57,Westfield School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305015,Grand Bay-Westfield,13050185,13310,Saint John,cma,1,310,45.344214,-66.224519
13_3107_01,Andover Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1312,Victoria,Victoria,1312002,Aroostook,13120076,0,0,0,7,999,46.8043,-67.722799
13_2602_02,Barkers Point School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100244,13320,Fredericton,ca with census tracts,2,320,45.953527,-66.618227
13_2641_03,Bliss Carman Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100230,13320,Fredericton,ca with census tracts,2,320,45.926904,-66.63408
13_3018_04,Carleton North High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311027,0,13110086,0,0,0,6,998,46.468161,-67.576877
13_2604_05,Connaught Street School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100218,13320,Fredericton,ca with census tracts,2,320,45.955318,-66.655395
13_2605_06,Devon Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100175,13320,Fredericton,ca with census tracts,2,320,45.967194,-66.625563
13_3009_07,Florenceville Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311027,0,13110085,0,0,0,6,998,46.41888,-67.612061
13_3008_08,Florenceville Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311027,0,13110085,0,0,0,6,998,46.449866,-67.612891
13_2635_09,Fredericton High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100221,13320,Fredericton,ca with census tracts,2,320,45.944473,-66.664877
13_2609_10,Garden Creek School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100252,13320,Fredericton,ca with census tracts,2,320,45.965189,-66.702795
13_2619_11,George Street Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100209,13320,Fredericton,ca with census tracts,2,320,45.958828,-66.642184
13_2642_12,Gibson-Neill Memorial Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310028,Douglas,13100297,13320,Fredericton,ca with census tracts,2,320,46.048428,-66.723306
13_2511_13,Harold Peterson Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303012,Oromocto,13030071,0,0,0,5,997,45.842149,-66.483688
13_2701_14,Harvey Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310005,Harvey,13100273,0,0,0,4,996,45.729146,-67.004361
13_2705_15,Harvey High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310004,Manners Sutton,13100272,0,0,0,4,996,45.695507,-66.957657
13_2509_16,Hubbard Avenue Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303012,Oromocto,13030070,0,0,0,5,997,45.842126,-66.472797
13_5001_17,John Caldwell School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1312,Victoria,Victoria,1312019,Grand Falls / Grand-Sault,13120047,0,0,0,5,997,47.041071,-67.751454
13_2640_18,Leo Hayes High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100180,13320,Fredericton,ca with census tracts,2,320,45.975439,-66.624393
13_2634_19,Liverpool Street Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100229,13320,Fredericton,ca with census tracts,2,320,45.93215,-66.642523
13_2407_20,Minto Memorial High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1304,Queens,Queens,1304022,Minto,13040055,0,0,0,5,997,46.076425,-66.060029
13_2802_21,Nackawic Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310054,Nackawic,13100288,0,0,0,5,997,45.993084,-67.241529
13_2811_22,Nackawic Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310054,Nackawic,13100287,0,0,0,5,997,45.992936,-67.24
13_2801_23,Nackawic Senior High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310054,Nackawic,13100287,0,0,0,5,997,45.992936,-67.24
13_2621_24,Nashwaaksis Memorial School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100318,13320,Fredericton,ca with census tracts,2,320,45.980906,-66.660071
13_2636_25,Nashwaaksis Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100186,13320,Fredericton,ca with census tracts,2,320,45.986007,-66.648504
13_2639_26,New Maryland Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310002,New Maryland,13100270,13320,Fredericton,ca with census tracts,2,320,45.896313,-66.6881
13_2513_27,Oromocto High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303012,Oromocto,13030069,0,0,0,5,997,45.842401,-66.471078
13_2623_28,Park Street School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100187,13320,Fredericton,ca with census tracts,2,320,45.980742,-66.647272
13_3105_29,Perth-Andover Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1312,Victoria,Victoria,1312006,Perth-Andover,13120078,0,0,0,6,998,46.750846,-67.703892
13_2624_30,Priestman Street School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100221,13320,Fredericton,ca with census tracts,2,320,45.943035,-66.660892
13_2512_31,Ridgeview Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303012,Oromocto,13030066,0,0,0,5,997,45.84739,-66.476385
13_2638_32,Royal Road School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1310,York,York,1310032,Fredericton,13100301,13320,Fredericton,ca with census tracts,2,320,45.996041,-66.679168
13_2905_33,Southern Carleton Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311004,Woodstock,13110061,0,0,0,6,998,46.167372,-67.610502
13_3106_34,Southern Victoria High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1312,Victoria,Victoria,1312002,Aroostook,13120076,0,0,0,7,999,46.8043,-67.722799
13_2510_35,Summerhill Street Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303012,Oromocto,13030064,0,0,0,5,997,45.845117,-66.495483
13_2505_36,Sunbury West School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1340,Fredericton - Oromocto,Fredericton - Oromocto,cd1303,Sunbury,Sunbury,1303006,Fredericton Junction,13030088,0,0,0,4,996,45.658278,-66.605516
13_3111_37,Tobique Valley High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1312,Victoria,Victoria,1312009,Plaster Rock,13120064,0,0,0,6,998,46.914335,-67.392762
13_2902_38,Woodstock Centennial Elementary School ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311006,Woodstock,13110064,0,0,0,6,998,46.161467,-67.580483
13_2908_39,Woodstock High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311006,Woodstock,13110063,0,0,0,6,998,46.163449,-67.586543
13_2901_40,Woodstock Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1350,Edmundston - Woodstock,Edmundston - Woodstock,cd1311,Carleton,Carleton,1311006,Woodstock,13110066,0,0,0,6,998,46.153273,-67.575358
12_01_01,AVON VIEW HIGH SCHOOL                                        ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1250,Halifax,Halifax,cd1209,Halifax,Halifax,1209034,Halifax,12090678,12205,Halifax,cma,1,205,44.714806,-63.900446
12_01_02,BERWICK AND DISTRICT SCHOOL                                  ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207001,"Kings, Subd. A",12070187,0,0,0,5,997,45.001116,-64.900858
12_01_03,DWIGHT ROSS SCHOOL                                ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207001,"Kings, Subd. A",12070177,0,0,0,5,997,44.97189,-64.927188
12_01_04,EVANGELINE MIDDLE SCHOOL                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207011,"Kings, Subd. C",12070088,12210,Kentville,ca with no census tracts,3,210,45.071877,-64.437144
12_01_05,HORTON HIGH SCHOOL                                           ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207016,"Kings, Subd. B",12070087,12210,Kentville,ca with no census tracts,3,210,45.097855,-64.416542
12_01_06,KINGS COUNTY ACADEMY                                         ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207012,Kentville,,12210,Kentville,ca with no census tracts,3,210,45.06947,-64.49201
12_01_07,KINGSTON AND DISTRICT SCHOOL                                   ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207001,"Kings, Subd. A",12070177,0,0,0,5,997,44.97189,-64.927188
12_01_08,NEW MINAS ELEMENTARY SCHOOL                                  ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207011,"Kings, Subd. C",12070105,12210,Kentville,ca with no census tracts,3,210,45.068223,-64.449751
12_01_09,NORTHEAST KINGS EDUCATION CENTRE                             ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1205,Annapolis,Annapolis,1205001,"Annapolis, Subd. D",12050047,0,0,0,5,997,44.959173,-64.97007
12_01_10,PINE RIDGE MIDDLE SCHOOL                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207001,"Kings, Subd. A",12070177,0,0,0,5,997,44.97189,-64.927188
12_01_11,WEST HANTS MIDDLE SCHOOL                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1208,Hants,Hants,1208001,West Hants,12080084,0,0,0,5,997,44.983434,-63.914164
12_01_12,WEST KINGS DISTRICT HIGH SCHOOL                              ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1207,Kings,Kings,1207001,"Kings, Subd. A",12070187,0,0,0,5,997,45.01131,-64.889746
48_01_01,Aspen View Public School Division No. 78,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813048,Athabasca,48130189,0,0,0,6,998,54.717136,-113.260208
48_01_02,Edwin Parr Composite School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813048,Athabasca,48130192,0,0,0,6,998,54.713691,-113.281602
48_01_03,Landing Trail Intermediate School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4870,Athabasca - Grande Prairie - Peace River,Athabasca - Grande Prairie - Peace River,cd4813,Division No. 13,Division No. 13,4813048,Athabasca,48130189,0,0,0,6,998,54.711493,-113.242861
